1   破位了，前期涨幅过大，接下来步入调整周期，34元有一个小的技术支撑，不一定能撑住。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限刚突破均线压力，建议持有一下在往上压力位在16.5,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限压力刚刚破，今日也许是上影线骗线，可以拿两天观察是否继续上行，水平高继续日内t+0降低成本,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议买入医药，除非此股有利好，目测整理还未结束,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今天他还是比较强的，就怕明日补跌，建议明日若不能阳包阴还是出掉吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限走势未稳建议再等等,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议都继续持有，得利斯建议偏离5日线过多可减仓,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限还没找到支撑 不建议买,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议回踩58~59附近再买入,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限大盘保持稳定的话，看8元左右能见到,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议持有 ，大盘可能一步调整到位,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短期回本可能性很小，但建议先持有一段时间,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限7.7～8块之间吧 短期压力大，不建议持有,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议持有，明日反弹建议卖出做日内t+0,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议再持有一下，换点传统行业的股票,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不太推荐，已经被绿地重组市值过大，不建议买入,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今天走的不好看，建议等等,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限龙头股份调整还未结束，哈尔斯已经调整到左肩位置，建议持有,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限若明日大盘低开，建议持有，短期制度风险下跌不会长久,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限属于大盘股可以先保留，大盘明日若不好就出来吧，跟随大盘 很紧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议观察明日是否新高,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以适当出一部分，不排除下周阳包阴，我是13块买入还没出，看好他的冷链物流这块加上上海国改等题材，还是比较值得关注的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议下周一逢低买入把，今天先别操作了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今日不破17.9不用清仓，分红跌不跌这事没有定论，不建议因此卖股,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限我认为可以再观察一下下周一不出新高在考虑,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议明天再说,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限早盘明显强于大盘，适合做t，目前不建议买掉，看看大盘能否突破，突破即持有，收盘前不突破建议出来观望一下,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限推荐000931,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限回本考虑卖点吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议观望一下,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限长线持有吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限还需要整理才能选择方向，短期可能歇了,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前强势，可持有,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限想做突破就现在买吧，不过里高点有点近不知道是否成功,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限如果有持仓的话建议继续持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限刚才回复你了，请查看,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限绩优蓝筹，大盘运行至此，建议越跌越买，价格已经合适，就看大盘是否能够企稳了，最近几天一直有资金买入，后面有可能出现一些补跌，我想会是机会,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议，波动性太差,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看还需要整理一段时间，建议你还是持有吧 2个月想必也是中长线投资者，后面还是有空间的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限主要是看你买入理由是什么，券商以及鲁信涨幅这么厉害是由于ipo重启，但中航资本实际上并没有跟这些沾边，如果说近期大盘股补涨的话，算是一种买入理由，技术上看也有上涨需要，可以设21元止盈18止损,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议明日 反弹减仓，既然你持股感到不安 说明仓位过大，建议还是持有半仓为好，留一半加仓的弹药，心里也会比较踏实,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议反弹换股，还没跌完,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前来看都在压力位附近，大盘若能突破3500，皆有上攻空间，目前建议明日红盘可先卖出,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线今日现持有，后面看大势,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议卖出，明日寻找高点,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限卖还是买？我认为可以持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今日强势，建议日内逢高可以适当减仓,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限大盘弱保持平稳上摸3800的话，此股高看12,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以尝试买入，建议分批,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限还需盘整，持有须有耐心，想入场的建议等等,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前来看还处于大震荡区间，不建议长期持有，若短线冲高可了结,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议止损，感觉大盘已经不好了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限刚破位建议卖出 35附近再买回来把,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限首先建议你最好持股不超过3只，目前大盘已经不是单边市，持股太分散很可能抵消你的收益，002187持有目前强势，600784继续持有压力位13.7，600300持有压力位9.8 600005短期可能震荡观察一下,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限尾盘拉升，明日又可能低开，低开后有几率会往上走一下建议上冲的时候卖掉,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限若站上4000点，会有空间的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限我认为短期可能会回落在7.9元下方，建议明日若红盘可以先了解,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议逢高减仓，下降通道明显,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议先观察一下,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限支撑在9.5刚刚站上，尾盘收不上就卖了吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限四川长虹属于行情比较慢的，建议在盘整期间拿好，一旦行情起爆会快速的拉升,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限先持有关注7.3,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不破6块先持有吧,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限本周大盘若破4000，上涨空间会打开的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限妖股不好说，有收益可以先出来,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限这种股票我实在不好说，但我不建议参与，此股纯概念炒作，若高点被套，永不翻身,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限正常来说这已经开始出货了，他会根据自己出货情况可能后期还会再往上拉，但是我觉的既然已经不稳就出来吧，没必要刀口舔血，赚钱难,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限13是压力突破就好了，持有吧股票质地还不错,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看13块区域是个压力中心，建议明日反弹先出,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以长期持有，但是空间也不会太大,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限复权后相当于18元 ，目前看是有可能的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限设个56的止损，中航系前期很强，短期可能会震荡，可持有跌破止损现出来，热点股上看新高也可能,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限只要大盘不出现大跌没问题的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前来看不太有吸引力买入，可以考虑买些别的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限定增属于中性概念，关键看募集资金用途，收购园林资产是个好项目，但短期大盘面临调整，如遇可适当加仓,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限这股票不错，适当可以补仓,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以持有,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议持有，目前航空股不处于上升通道，昨日尾盘拉升是个短线出局的机会,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限此点位可以买入,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限银行股预计不会有太大行情，若非长线建议换一个,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限有色一直低迷，但看大宗商品价格，我认为此时进入长线持有是有机会的,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短期可以持有看看反弹力度如何,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议今天反弹过程中减仓，短期上不去了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限若看好券商板块建议入手一些小盘波动会更大一点，如国金、东兴，目测国泰君安现在可以买入，设个止损25.5,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限盘子太大，若想买券商建议买国金之类的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限券商股今天早盘上涨有几点原因，早盘大盘上冲4000点，券商是前期未涨的权重板块加之中报逐渐披露，业绩还是不错的，所以只能说明券商板块今日只是为了拉动大盘突破所用，国泰君安按照估值以及市值在同行业来说并不便宜，加上近几个月券商板块低迷所以上市后走势也相当差，今天收盘创新低明日弱早盘继续下探可能是短线买点，但是我认为未来大盘出新低的可能性极大，不建议长线持股，多做短线吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看 还是看震荡，上涨趋势不明显，不建议现在买入,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限平安还是值得持有，皖江物流目前有些弱势，破平台注意止损,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限银行股预计窄幅震荡，出行情的机会很小,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今天出了新低建议等下午或者明天补仓,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今日小盘股不好，大盘股有可能出现护盘举措，若日内冲高建议减仓,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线有压制建议看一下下午2：30以后的表现,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看正在被压制，建议回避一下,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限明日早盘若反弹建议减仓,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以尝试买入,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今天来看，前期国改等强势股有所收敛，作为最早的龙头短期也会调整一下，但中线来看还是建议持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以分批买入,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议你成本+10%～15%出局,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议买000811,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限若看好黄金板块不建议买入，可买中金黄金，紫金矿业属于大盘股，启动很慢,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限盘整为主,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限按照时间收入比来说不如其他热点股票好，建议有合适的可以换一只,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限留到下午看看，若冲高就卖掉吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议先出来看看,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限前期强，和国改、军工一样，在于大盘打时间差，主力这样才能赚钱,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限还在下跌通道，不建议买,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议有反弹就卖出，下降通道,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限大盘还未结束，目前表现很强势，至于你的股票目前还没迹象调整建议持有,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议入场，还未跌完,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议有高点换个股，我觉得整理还没完，拿着浪费时间,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限坚持持有，回本是大概率事件,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议今日止损,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限长期持有吧，银行股主要看轮动，大势不好可以避险，想追求短线难度比较大,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议观望一下,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限此股盘中逐步出货，但涨停封的很死至少明日高开问题不大，明日盘中恐怕会巨幅震荡，建议早盘上冲先出掉，如果想继续持有可以波动的时候再买入，不建议死拿，话说这种股票实在不好判断持续性，既然你涨停板买入想必是想博短线，建议见好就收，很多股票还处于底部区域可以拿个中线,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线持有,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议短线交易，短期认为有调整的可能,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以持有，收盘前若有冲高可短线卖出,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限支撑在10.6，短线来看没有进入上升通道，建议维持11。5附近的话可以换一个股票,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议明日反弹出仓，短期大盘不稳，观望最好,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目标24建议持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限25是压力，可尝试买入,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议止损,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线刚好打到压力位，大盘突破4000点的话他也会突破，继续持有,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限陈本写错了吧，这个板块目前属于低迷状态，但是我认为有上涨空间，持有把,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限持有，即将突破,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以，正好是支撑,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限涨停板不开 就持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限整理未结束，压力略大,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限涨势变缓短期可能整理，逢低加仓，期待出个阳线突破,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议持有，中期可看到10元附近,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你是说明天，目前看明天会有突破走势，手里的股票先拿着吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看风险不大，最坏预期明天收下影线止跌,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限前面新低，今明两天反弹减仓吧,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议可以买一点,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限若非短线交易建议持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限压力有点大建议设6.4为止损吧,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限暂时不建议买入，此股票质地不错，但是大势所趋，目前还在顽强抵抗，建议再下一城的时候买入,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限持有日内会上去的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议现在买入000539，300139建议可以先持有看看,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议12.7附近可以出来，上涨空间目前相对较小,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议短线冲15的话最好减仓观望，震荡趋势，上涨通道还未打开,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议，没有牛股特征,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不可买，目前格局明显蓝筹强，小盘及业绩差的股票弱，且近期波动大st股票有可能跌不够会形成补跌,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议减一半仓位,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限今天其实就应该卖了，这么大量涨停板没封住，明日有高点最好没高点也建议出点,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，可能还有高点但不建议参与了，鱼尾行情,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议离场，下降通道还未走完,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议今日冲高减仓,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限大盘若突破4000点 上看9.5以上,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限前期压力略大，后面大盘带动一下应该可以突破,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限刚刚突破，可以尝试买入止损6.1,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议今日冲高减一些仓位,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限现在大盘还处于弱势通道，短期回本不太可能，有耐心持有，如果出现二次探底，加仓摊薄一下成本,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限压力略大，短期上涨空间有限,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，都说中国股民是最坚强的，所以请你别怕，首先我认为最近的货币政策以及政府的支持力度来看，年底行情可期，最艰难的日子已经过去，明天短线的走势我不能说清，但我认为几个星期内的趋势是向好的，你现在还有三成仓位可用来短线回调的时候加仓，赚钱概率还是不小的，大地传媒更看好一些,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前来看调整还没完成建议回本换一只,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限中线持有看4.5,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议周一再观望一下,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限此股不建议，处于下降通道,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限平台整理可能还需几天，但是价格很合适，建议中期持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限光看技术解决不了问题，更重要的是题材、资金取向、市场心里,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议持有，压力大，还未走出平台,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前不建议，看看大盘吧破3900再说,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限应该有红盘反弹的机会，建议可以先出来,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限14.5上有些压力，需要消化一下筹码，后面还是会有上涨空间的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议设止损20。5元 破位既卖出，可选择新能源汽车上下游行业股票,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短期强势可持有观察,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限此股有抬头迹象建议持有,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限先持有看看下周一不出新高就离场,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议看周一不出新高再卖,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限电改小龙头继续持有 压力位16、18,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限中粮生化建议今日冲高离场，中煤能源可继续持有，但空间不大,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线可以继续持有，但我建议一旦大盘整体上涨换掉中粮生化,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限中粮生化已经没有压力位，就看主力想怎么玩了,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看还未企稳，建议看一下7.5元附近,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限支撑7.9，压力9.5,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限先持有 压力在21,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看比较弱，破了14.5建议止损吧，或是明日若反弹就出,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限华工是我关注好几年的股票了，公司题材质地很好，但前期涨得多，短期肯定会弱一点，建议大盘若稳定逢低再买一点，目前先持有,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前看华工科技还处于震荡明天多半还要见绿的，但可以继续持有，涪陵电力目前看不太好明日若收不上去建议止损,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短期有点难，地产股刚经历过一轮炒作，短期恐怕很难出现上涨，建议及时止损,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限等待新高,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限新高附近会做文章，长线持股的话建议先别动，短线可以出来了，时间收入比今日是最大的,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限都是强势股，建议大盘破3900以后酌情介入,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议等等吧，最好观察明天再说,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限明日有反弹建议先出来,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你这俩编号还挺有意思，002028压力附近，我认为可以持有，预计可以突破，002082收盘破15.2建议先出来,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议止损,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议开板以后卖出，目前此类股票是众矢之的，不建议参与,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限即将突破压力位，建议尝试性买入,,,,,,,,,,,,
